grab_date,flight_date,remain_day,flight_no,start_airport,arrival_airport,DC_CABIN,DC_PRICE
2017/4/20,2017/5/29,39,CA1883,PEK,SHA,\N,\N
2017/4/20,2017/6/2,43,CA1883,PEK,SHA,\N,\N
2017/4/20,2017/5/25,35,CA1883,PEK,SHA,\N,\N
2017/4/20,2017/5/23,33,CA1883,PEK,SHA,\N,\N
2017/4/20,2017/5/28,38,CA1883,PEK,SHA,\N,\N
2017/4/20,2017/6/4,45,CA1883,PEK,SHA,\N,\N
2017/4/20,2017/5/6,16,CA1883,PEK,SHA,\N,\N
2017/4/20,2017/6/3,44,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/27,6,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/25,4,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/22,1,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/1,10,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/29,8,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/4,13,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/23,2,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/26,5,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/14,23,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/9,18,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/12,21,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/18,27,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/13,22,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/15,24,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/20,29,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/21,30,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/10,19,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/17,26,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/23,32,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/24,33,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/22,31,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/27,36,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/25,34,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/30,39,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/6/2,42,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/31,40,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/26,35,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/28,37,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/29,38,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/6/1,41,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/24,3,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/6/4,44,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/6/3,43,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/6/5,45,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/4/30,9,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/6,15,CA1883,PEK,SHA,\N,\N
2017/4/21,2017/5/2,11,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/4/29,7,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/4/27,5,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/4/28,6,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/4/25,3,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/4/30,8,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/4/24,2,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/4,12,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/3,11,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/12,20,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/14,22,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/16,24,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/13,21,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/17,25,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/15,23,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/23,31,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/31,39,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/24,32,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/22,30,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/30,38,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/28,36,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/25,33,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/6/3,42,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/6/1,40,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/27,35,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/6,14,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/11,19,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/6/2,41,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/6/5,44,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/6/6,45,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/29,37,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/8,16,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/18,26,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/5/21,29,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/4/26,4,CA1883,PEK,SHA,\N,\N
2017/4/22,2017/6/4,43,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/4/25,2,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/4/28,5,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/4/24,1,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/4/26,3,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/4/29,6,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/4/27,4,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/3,10,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/4/30,7,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/8,15,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/1,8,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/5,12,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/2,9,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/6,13,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/9,16,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/11,18,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/15,22,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/12,19,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/4,11,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/7,14,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/18,25,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/13,20,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/17,24,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/23,30,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/20,27,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/14,21,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/22,29,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/26,33,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/25,32,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/27,34,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/28,35,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/24,31,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/21,28,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/29,36,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/6/1,39,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/31,38,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/6/7,45,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/6/3,41,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/6/2,40,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/5/30,37,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/6/6,44,CA1883,PEK,SHA,\N,\N
2017/4/23,2017/6/5,43,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/4/30,6,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/4/28,4,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/4/25,1,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/4/29,5,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/4/26,2,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/3,9,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/2,8,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/4/27,3,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/4,10,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/1,7,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/5,11,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/6,12,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/8,14,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/10,16,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/12,18,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/16,22,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/11,17,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/14,20,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/18,24,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/7,13,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/9,15,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/13,19,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/22,28,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/15,21,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/24,30,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/20,26,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/25,31,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/17,23,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/29,35,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/27,33,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/21,27,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/31,37,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/28,34,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/4,41,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/7,44,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/23,29,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/26,32,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/6,43,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/2,39,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/1,38,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/8,45,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/3,40,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/6/5,42,CA1883,PEK,SHA,\N,\N
2017/4/24,2017/5/30,36,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/4/26,1,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/4/30,5,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/4/27,2,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/4/28,3,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/2,7,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/1,6,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/4/29,4,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/9,14,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/5,10,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/4,9,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/6,11,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/3,8,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/7,12,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/12,17,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/17,22,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/14,19,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/11,16,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/18,23,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/15,20,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/13,18,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/16,21,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/8,13,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/10,15,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/25,30,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/20,25,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/23,28,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/22,27,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/21,26,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/28,33,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/24,29,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/31,36,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/4,40,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/3,39,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/8,44,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/9,45,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/27,32,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/29,34,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/30,35,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/6,42,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/5/26,31,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/7,43,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/5,41,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/2,38,CA1883,PEK,SHA,\N,\N
2017/4/25,2017/6/1,37,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/4/28,2,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/4/27,1,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/4/30,4,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/4,8,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/1,5,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/9,13,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/2,6,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/3,7,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/12,16,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/6,10,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/13,17,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/14,18,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/8,12,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/7,11,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/20,24,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/15,19,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/18,22,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/17,21,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/21,25,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/23,27,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/22,26,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/28,32,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/27,31,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/30,34,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/24,28,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/29,33,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/2,37,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/5,40,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/7,42,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/9,44,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/5,9,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/10,45,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/4/29,3,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/3,38,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/10,14,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/6,41,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/6/8,43,CA1883,PEK,SHA,\N,\N
2017/4/26,2017/5/25,29,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/4/28,1,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/1,4,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/9,12,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/7,10,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/4/29,2,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/4/30,3,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/2,5,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/4,7,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/16,19,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/13,16,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/23,26,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/5,8,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/11,14,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/3,6,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/17,20,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/10,13,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/21,24,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/8,11,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/18,21,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/6,9,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/24,27,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/14,17,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/15,18,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/22,25,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/28,31,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/20,23,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/26,29,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/30,33,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/2,36,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/29,32,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/10,44,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/6,40,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/3,37,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/8,42,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/5,39,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/9,43,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/31,34,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/27,30,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/11,45,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/4,38,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/7,41,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/6/1,35,CA1883,PEK,SHA,\N,\N
2017/4/27,2017/5/25,28,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/3,5,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/2,4,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/4,6,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/5,7,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/7,9,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/1,3,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/15,17,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/12,14,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/17,19,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/8,10,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/14,16,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/9,11,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/13,15,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/6,8,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/20,22,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/16,18,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/11,13,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/18,20,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/22,24,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/24,26,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/25,27,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/3,36,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/2,35,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/21,23,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/23,25,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/6,39,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/30,32,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/29,31,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/26,28,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/27,29,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/7,40,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/4,37,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/1,34,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/8,41,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/5/31,33,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/12,45,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/11,44,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/10,43,CA1883,PEK,SHA,\N,\N
2017/4/28,2017/6/9,42,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/1,2,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/4/30,1,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/6,7,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/7,8,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/3,4,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/2,3,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/11,12,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/12,13,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/5,6,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/8,9,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/4,5,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/13,14,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/10,11,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/17,18,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/18,19,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/22,23,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/23,24,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/24,25,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/26,27,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/25,26,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/27,28,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/29,30,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/28,29,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/15,16,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/9,10,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/14,15,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/21,22,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/3,35,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/6,38,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/12,44,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/8,40,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/9,41,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/4,36,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/5/20,21,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/7,39,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/10,42,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/13,45,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/11,43,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/5,37,CA1883,PEK,SHA,\N,\N
2017/4/29,2017/6/2,34,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/2,2,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/6,6,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/5,5,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/4,4,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/8,8,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/13,13,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/11,11,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/7,7,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/9,9,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/21,21,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/14,14,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/18,18,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/17,17,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/23,23,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/24,24,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/6/7,38,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/15,15,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/16,16,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/1,1,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/6/13,44,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/20,20,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/26,26,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/27,27,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/6/9,40,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/29,29,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/22,22,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/6/14,45,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/30,30,CA1883,PEK,SHA,\N,\N
2017/4/30,2017/5/10,10,CA1883,PEK,SHA,\N,\N
